,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
813,94591,"53,042","2,458","19,644","$257,900",21.58,0.73,"18,348","$73,509","25,772",49&percnt;,"27,270",51&percnt;,"17,554",33.1&percnt;,"9,886",18.6&percnt;,372,0.7&percnt;,"16,584",31.3&percnt;,630,1.2&percnt;,"3,988",7.5&percnt;,"4,028",7.6&percnt;,"9,370",51&percnt;,"3,984",22&percnt;,"3,775",21&percnt;,"1,219",7&percnt;,"11,852",65&percnt;,"6,496",35&percnt;,"52,695",99.3&percnt;,0,0.0&percnt;,27,0.1&percnt;,135,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,185,0.3&percnt;,"10,809",55&percnt;,"1,826",9&percnt;,"5,713",29&percnt;,"1,296",7&percnt;,452,34.9&percnt;,25,1.9&percnt;,311,24.0&percnt;,30,2.3&percnt;,50,3.9&percnt;,1,0.1&percnt;,427,32.9&percnt;,38,0.7&percnt;,"1,018",17.5&percnt;,"2,173",37.3&percnt;,"2,600",44.6&percnt;,"16,729",39&percnt;,"10,692",25&percnt;,"15,794",37&percnt;,"16,729",39&percnt;,"10,692",25&percnt;,"15,794",37&percnt;,"21,242",89.8&percnt;,"1,175",5.0&percnt;,0,0.0&percnt;,57,0.2&percnt;,442,1.9&percnt;,731,3.1&percnt;,"1,670",10&percnt;,"9,114",52&percnt;,"2,005",12&percnt;,"3,287",19&percnt;,733,4&percnt;,307,2&percnt;,267,2&percnt;,"7,046",71.0&percnt;,"1,755",17.7&percnt;,"1,126",11.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,94595,"16,425","3,054","10,261","$379,800",5.38,0.00,"9,372","$57,744","6,703",41&percnt;,"9,722",59&percnt;,"14,313",87.1&percnt;,180,1.1&percnt;,26,0.2&percnt;,"1,238",7.5&percnt;,39,0.2&percnt;,170,1.0&percnt;,459,2.8&percnt;,"3,300",35&percnt;,556,6&percnt;,"5,100",54&percnt;,416,4&percnt;,"8,331",89&percnt;,"1,041",11&percnt;,"15,939",97.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,449,2.7&percnt;,9,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,28,0.2&percnt;,"3,398",33&percnt;,"4,389",43&percnt;,"1,585",15&percnt;,889,9&percnt;,97,11&percnt;,15,2&percnt;,263,30&percnt;,81,9&percnt;,223,25&percnt;,0,0&percnt;,210,24&percnt;,33,2&percnt;,522,32&percnt;,758,47&percnt;,305,19&percnt;,"3,453",24&percnt;,"2,444",17&percnt;,"8,624",59&percnt;,"3,453",24&percnt;,"2,444",17&percnt;,"8,624",59&percnt;,"3,513",70&percnt;,617,12&percnt;,0,0&percnt;,86,2&percnt;,166,3&percnt;,616,12&percnt;,141,3&percnt;,"1,267",23&percnt;,285,5&percnt;,"1,846",33&percnt;,"1,209",22&percnt;,431,8&percnt;,338,6&percnt;,"1,087",60&percnt;,625,35&percnt;,97,5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,94596,"20,037","3,359","10,198","$727,700",5.96,0.00,"9,389","$77,173","9,902",49&percnt;,"10,135",51&percnt;,"15,702",78.4&percnt;,446,2.2&percnt;,34,0.2&percnt;,"2,143",10.7&percnt;,26,0.1&percnt;,781,3.9&percnt;,905,4.5&percnt;,"3,831",41&percnt;,"1,041",11&percnt;,"3,458",37&percnt;,"1,059",11&percnt;,"7,227",77&percnt;,"2,162",23&percnt;,"19,937",99.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,5,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,95,0.5&percnt;,"3,423",34&percnt;,932,9&percnt;,"5,034",49&percnt;,809,8&percnt;,430,53&percnt;,28,3&percnt;,146,18&percnt;,15,2&percnt;,83,10&percnt;,0,0&percnt;,107,13&percnt;,443,9&percnt;,"2,166",43&percnt;,"1,918",38&percnt;,492,10&percnt;,"7,287",43&percnt;,"4,912",29&percnt;,"4,652",28&percnt;,"7,287",43&percnt;,"4,912",29&percnt;,"4,652",28&percnt;,"7,762",71.7&percnt;,"1,531",14.1&percnt;,0,0.0&percnt;,19,0.2&percnt;,712,6.6&percnt;,802,7.4&percnt;,233,3&percnt;,"1,874",27&percnt;,538,8&percnt;,"2,512",36&percnt;,"1,103",16&percnt;,403,6&percnt;,285,4&percnt;,"2,421",79.5&percnt;,320,10.5&percnt;,303,10.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,94597,"20,277","5,180","10,181","$567,400",3.91,0.00,"9,541","$86,227","9,750",48&percnt;,"10,527",52&percnt;,"15,058",74.3&percnt;,495,2.4&percnt;,74,0.4&percnt;,"2,895",14.3&percnt;,48,0.2&percnt;,634,3.1&percnt;,"1,073",5.3&percnt;,"3,820",40&percnt;,"1,098",12&percnt;,"3,586",38&percnt;,"1,037",11&percnt;,"7,361",77&percnt;,"2,180",23&percnt;,"20,052",98.9&percnt;,0,0.0&percnt;,0,0.0&percnt;,194,1.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,31,0.2&percnt;,"3,895",38&percnt;,874,9&percnt;,"4,772",47&percnt;,640,6&percnt;,329,51&percnt;,25,4&percnt;,66,10&percnt;,28,4&percnt;,74,12&percnt;,0,0&percnt;,118,18&percnt;,389,8&percnt;,"1,915",38&percnt;,"2,088",41&percnt;,692,14&percnt;,"8,463",49&percnt;,"4,390",25&percnt;,"4,562",26&percnt;,"8,463",49&percnt;,"4,390",25&percnt;,"4,562",26&percnt;,"7,352",64.9&percnt;,"2,497",22.0&percnt;,52,0.5&percnt;,0,0.0&percnt;,723,6.4&percnt;,702,6.2&percnt;,141,2&percnt;,"2,241",30&percnt;,527,7&percnt;,"2,669",35&percnt;,"1,215",16&percnt;,497,7&percnt;,257,3&percnt;,"1,429",61.3&percnt;,721,30.9&percnt;,182,7.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,94598,"25,818","1,693","10,756","$719,200",15.25,0.01,"10,390","$121,067","12,335",48&percnt;,"13,483",52&percnt;,"19,966",77.3&percnt;,284,1.1&percnt;,68,0.3&percnt;,"3,905",15.1&percnt;,53,0.2&percnt;,399,1.5&percnt;,"1,143",4.4&percnt;,"6,259",60&percnt;,"1,071",10&percnt;,"2,524",24&percnt;,536,5&percnt;,"7,283",70&percnt;,"3,107",30&percnt;,"25,560",99.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,203,0.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,55,0.2&percnt;,"6,107",57&percnt;,"2,034",19&percnt;,"2,249",21&percnt;,366,3&percnt;,126,34&percnt;,11,3&percnt;,84,23&percnt;,19,5&percnt;,37,10&percnt;,0,0&percnt;,89,24&percnt;,72,4&percnt;,541,30&percnt;,597,33&percnt;,585,33&percnt;,"8,267",39&percnt;,"5,263",25&percnt;,"7,697",36&percnt;,"8,267",39&percnt;,"5,263",25&percnt;,"7,697",36&percnt;,"8,862",74&percnt;,"1,695",14&percnt;,0,0&percnt;,0,0&percnt;,352,3&percnt;,"1,054",9&percnt;,120,1&percnt;,"1,932",22&percnt;,459,5&percnt;,"3,570",40&percnt;,"1,596",18&percnt;,809,9&percnt;,486,5&percnt;,"4,333",80&percnt;,971,18&percnt;,139,3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,94599,"3,021","1,030","1,310","$565,900",2.93,0.00,"1,092","$70,250","1,735",57&percnt;,"1,286",43&percnt;,"2,703",89&percnt;,38,1&percnt;,31,1&percnt;,51,2&percnt;,0,0&percnt;,97,3&percnt;,101,3&percnt;,444,41&percnt;,83,8&percnt;,456,42&percnt;,109,10&percnt;,951,87&percnt;,141,13&percnt;,"2,033",67&percnt;,0,0&percnt;,0,0&percnt;,928,31&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,60,2&percnt;,405,31&percnt;,318,24&percnt;,369,28&percnt;,218,17&percnt;,23,11&percnt;,2,1&percnt;,31,14&percnt;,4,2&percnt;,139,64&percnt;,0,0&percnt;,19,9&percnt;,33,7&percnt;,185,40&percnt;,127,27&percnt;,120,26&percnt;,805,27&percnt;,631,21&percnt;,"1,500",51&percnt;,805,27&percnt;,631,21&percnt;,"1,500",51&percnt;,801,68.3&percnt;,16,1.4&percnt;,0,0.0&percnt;,9,0.8&percnt;,169,14.4&percnt;,178,15.2&percnt;,90,8&percnt;,439,40&percnt;,77,7&percnt;,284,26&percnt;,85,8&percnt;,64,6&percnt;,49,5&percnt;,79,30.6&percnt;,137,53.1&percnt;,42,16.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,94601,"50,294","15,487","16,362","$267,300",3.25,0.12,"14,826","$38,305","25,820",51&percnt;,"24,474",49&percnt;,"12,774",25.4&percnt;,"9,256",18.4&percnt;,867,1.7&percnt;,"8,941",17.8&percnt;,362,0.7&percnt;,"15,532",30.9&percnt;,"2,562",5.1&percnt;,"5,792",39&percnt;,"4,619",31&percnt;,"3,146",21&percnt;,"1,269",9&percnt;,"8,176",55&percnt;,"6,650",45&percnt;,"49,455",98.3&percnt;,47,0.1&percnt;,21,0.0&percnt;,371,0.7&percnt;,0,0.0&percnt;,74,0.1&percnt;,0,0.0&percnt;,326,0.6&percnt;,"3,772",23&percnt;,992,6&percnt;,"10,062",61&percnt;,"1,536",9&percnt;,839,55&percnt;,30,2&percnt;,152,10&percnt;,25,2&percnt;,28,2&percnt;,0,0&percnt;,462,30&percnt;,855,9&percnt;,"2,788",28&percnt;,"3,772",38&percnt;,"2,451",25&percnt;,"11,524",30&percnt;,"12,316",32&percnt;,"14,174",37&percnt;,"11,524",30&percnt;,"12,316",32&percnt;,"14,174",37&percnt;,"13,439",68.0&percnt;,"3,759",19.0&percnt;,0,0.0&percnt;,38,0.2&percnt;,"1,618",8.2&percnt;,907,4.6&percnt;,"5,996",37.4&percnt;,"7,264",45.3&percnt;,566,3.5&percnt;,"1,627",10.1&percnt;,435,2.7&percnt;,76,0.5&percnt;,78,0.5&percnt;,"8,597",83.7&percnt;,541,5.3&percnt;,"1,131",11.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,94602,"28,329","8,574","12,498","$548,500",3.30,0.03,"11,702","$71,510","13,180",47&percnt;,"15,149",53&percnt;,"12,929",45.6&percnt;,"5,082",17.9&percnt;,200,0.7&percnt;,"6,570",23.2&percnt;,86,0.3&percnt;,"1,687",6.0&percnt;,"1,775",6.3&percnt;,"4,755",41&percnt;,"2,183",19&percnt;,"3,524",30&percnt;,"1,240",11&percnt;,"8,230",70&percnt;,"3,472",30&percnt;,"28,169",99.4&percnt;,0,0.0&percnt;,30,0.1&percnt;,84,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,46,0.2&percnt;,"5,331",43&percnt;,"1,414",11&percnt;,"4,957",40&percnt;,796,6&percnt;,380,47.7&percnt;,11,1.4&percnt;,107,13.4&percnt;,25,3.1&percnt;,40,5.0&percnt;,1,0.1&percnt;,232,29.1&percnt;,244,5&percnt;,"1,612",33&percnt;,"2,067",42&percnt;,964,20&percnt;,"9,389",40&percnt;,"6,565",28&percnt;,"7,283",31&percnt;,"9,389",40&percnt;,"6,565",28&percnt;,"7,283",31&percnt;,"10,585",74.8&percnt;,"2,194",15.5&percnt;,0,0.0&percnt;,67,0.5&percnt;,407,2.9&percnt;,898,6.3&percnt;,"1,172",13&percnt;,"3,367",37&percnt;,459,5&percnt;,"2,263",25&percnt;,"1,246",14&percnt;,361,4&percnt;,343,4&percnt;,"3,775",76.1&percnt;,989,19.9&percnt;,197,4.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,94603,"31,403","9,630","9,950","$214,600",3.26,0.00,"8,860","$40,927","15,430",49&percnt;,"15,973",51&percnt;,"6,423",20.5&percnt;,"11,867",37.8&percnt;,232,0.7&percnt;,"1,396",4.4&percnt;,441,1.4&percnt;,"9,658",30.8&percnt;,"1,386",4.4&percnt;,"3,489",39&percnt;,"3,223",36&percnt;,"1,647",19&percnt;,501,6&percnt;,"4,395",50&percnt;,"4,465",50&percnt;,"31,162",99.2&percnt;,0,0.0&percnt;,5,0.0&percnt;,4,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,232,0.7&percnt;,"3,536",36&percnt;,779,8&percnt;,"4,545",46&percnt;,"1,090",11&percnt;,549,50&percnt;,13,1&percnt;,181,17&percnt;,39,4&percnt;,14,1&percnt;,0,0&percnt;,294,27&percnt;,217,4&percnt;,886,18&percnt;,"2,207",44&percnt;,"1,702",34&percnt;,"7,531",31&percnt;,"6,803",28&percnt;,"10,106",41&percnt;,"7,531",31&percnt;,"6,803",28&percnt;,"10,106",41&percnt;,"9,545",80.7&percnt;,"1,430",12.1&percnt;,0,0.0&percnt;,11,0.1&percnt;,318,2.7&percnt;,525,4.4&percnt;,"3,672",41.5&percnt;,"4,169",47.1&percnt;,302,3.4&percnt;,560,6.3&percnt;,85,1.0&percnt;,38,0.4&percnt;,26,0.3&percnt;,"6,821",84.6&percnt;,518,6.4&percnt;,723,9.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,94605,"39,016","4,356","16,360","$366,400",8.96,0.05,"14,757","$56,944","18,297",47&percnt;,"20,719",53&percnt;,"8,538",21.9&percnt;,"20,566",52.7&percnt;,249,0.6&percnt;,"2,488",6.4&percnt;,364,0.9&percnt;,"4,574",11.7&percnt;,"2,237",5.7&percnt;,"5,093",35&percnt;,"4,289",29&percnt;,"4,084",28&percnt;,"1,291",9&percnt;,"9,830",67&percnt;,"4,927",33&percnt;,"38,792",99.4&percnt;,0,0.0&percnt;,9,0.0&percnt;,4,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,211,0.5&percnt;,"7,419",45&percnt;,"1,407",9&percnt;,"5,931",36&percnt;,"1,603",10&percnt;,737,46&percnt;,17,1&percnt;,274,17&percnt;,52,3&percnt;,41,3&percnt;,0,0&percnt;,482,30&percnt;,198,3&percnt;,"1,404",23&percnt;,"2,745",45&percnt;,"1,759",29&percnt;,"11,617",35&percnt;,"8,222",25&percnt;,"13,553",41&percnt;,"11,617",35&percnt;,"8,222",25&percnt;,"13,553",41&percnt;,"12,905",76.6&percnt;,"2,389",14.2&percnt;,37,0.2&percnt;,30,0.2&percnt;,519,3.1&percnt;,959,5.7&percnt;,"2,346",18&percnt;,"6,095",46&percnt;,879,7&percnt;,"2,192",17&percnt;,897,7&percnt;,435,3&percnt;,337,3&percnt;,"7,016",79.6&percnt;,"1,148",13.0&percnt;,652,7.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,94606,"36,672","16,037","16,289","$326,300",2.29,0.22,"14,596","$38,363","18,044",49&percnt;,"18,628",51&percnt;,"7,627",20.8&percnt;,"7,146",19.5&percnt;,256,0.7&percnt;,"15,531",42.4&percnt;,139,0.4&percnt;,"4,161",11.3&percnt;,"1,812",4.9&percnt;,"4,475",31&percnt;,"3,174",22&percnt;,"5,208",36&percnt;,"1,739",12&percnt;,"10,556",72&percnt;,"4,040",28&percnt;,"36,381",99.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,202,0.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,89,0.2&percnt;,"2,069",13&percnt;,881,5&percnt;,"11,646",71&percnt;,"1,693",10&percnt;,"1,141",67.4&percnt;,44,2.6&percnt;,70,4.1&percnt;,36,2.1&percnt;,52,3.1&percnt;,1,0.1&percnt;,349,20.6&percnt;,"1,694",14&percnt;,"4,663",39&percnt;,"3,807",32&percnt;,"1,742",15&percnt;,"10,463",35&percnt;,"8,623",29&percnt;,"10,941",36&percnt;,"10,463",35&percnt;,"8,623",29&percnt;,"10,941",36&percnt;,"10,213",63.8&percnt;,"3,092",19.3&percnt;,15,0.1&percnt;,76,0.5&percnt;,"1,551",9.7&percnt;,"1,050",6.6&percnt;,"3,484",27.8&percnt;,"5,314",42.4&percnt;,955,7.6&percnt;,"1,896",15.1&percnt;,693,5.5&percnt;,79,0.6&percnt;,106,0.8&percnt;,"5,137",89.1&percnt;,329,5.7&percnt;,301,5.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,94607,"24,978","4,235","12,086","$341,100",5.90,1.18,"10,429","$32,856","12,585",50&percnt;,"12,393",50&percnt;,"4,967",19.9&percnt;,"9,607",38.5&percnt;,154,0.6&percnt;,"7,192",28.8&percnt;,45,0.2&percnt;,"1,707",6.8&percnt;,"1,306",5.2&percnt;,"2,685",26&percnt;,"2,446",23&percnt;,"4,048",39&percnt;,"1,250",12&percnt;,"7,881",76&percnt;,"2,548",24&percnt;,"23,617",94.6&percnt;,801,3.2&percnt;,11,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,549,2.2&percnt;,"2,146",18&percnt;,562,5&percnt;,"7,721",64&percnt;,"1,657",14&percnt;,775,46.8&percnt;,25,1.5&percnt;,410,24.7&percnt;,80,4.8&percnt;,90,5.4&percnt;,1,0.1&percnt;,276,16.7&percnt;,835,10&percnt;,"2,993",36&percnt;,"2,664",32&percnt;,"1,732",21&percnt;,"7,099",34&percnt;,"5,773",28&percnt;,"7,933",38&percnt;,"7,099",34&percnt;,"5,773",28&percnt;,"7,933",38&percnt;,"5,436",51.6&percnt;,"2,772",26.3&percnt;,12,0.1&percnt;,8,0.1&percnt;,"1,582",15.0&percnt;,734,7.0&percnt;,"1,796",22&percnt;,"3,326",40&percnt;,541,7&percnt;,"1,718",21&percnt;,537,7&percnt;,112,1&percnt;,212,3&percnt;,"3,474",84.2&percnt;,299,7.2&percnt;,352,8.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,94608,"28,019","10,235","15,101","$342,900",2.74,0.67,"13,051","$52,787","13,883",50&percnt;,"14,136",50&percnt;,"9,905",35.4&percnt;,"10,215",36.5&percnt;,187,0.7&percnt;,"4,330",15.5&percnt;,67,0.2&percnt;,"1,540",5.5&percnt;,"1,775",6.3&percnt;,"2,744",21&percnt;,"2,499",19&percnt;,"5,533",42&percnt;,"2,275",17&percnt;,"10,567",81&percnt;,"2,484",19&percnt;,"27,141",96.9&percnt;,3,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,875,3.1&percnt;,"3,855",26&percnt;,781,5&percnt;,"8,415",56&percnt;,"2,050",14&percnt;,955,46.6&percnt;,48,2.3&percnt;,350,17.1&percnt;,65,3.2&percnt;,111,5.4&percnt;,1,0.0&percnt;,520,25.4&percnt;,"1,148",13&percnt;,"3,289",38&percnt;,"3,066",36&percnt;,"1,060",12&percnt;,"10,106",44&percnt;,"6,235",27&percnt;,"6,671",29&percnt;,"10,106",44&percnt;,"6,235",27&percnt;,"6,671",29&percnt;,"8,817",60.2&percnt;,"3,212",21.9&percnt;,0,0.0&percnt;,73,0.5&percnt;,"1,494",10.2&percnt;,"1,058",7.2&percnt;,927,9&percnt;,"3,395",34&percnt;,428,4&percnt;,"2,940",30&percnt;,"1,309",13&percnt;,461,5&percnt;,415,4&percnt;,"2,630",79.5&percnt;,433,13.1&percnt;,247,7.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,94609,"20,596","12,057","10,348","$457,000",1.71,0.00,"9,413","$52,400","9,799",48&percnt;,"10,797",52&percnt;,"9,596",46.6&percnt;,"6,847",33.2&percnt;,153,0.7&percnt;,"1,624",7.9&percnt;,45,0.2&percnt;,942,4.6&percnt;,"1,389",6.7&percnt;,"2,029",22&percnt;,"1,644",17&percnt;,"3,714",39&percnt;,"2,026",22&percnt;,"7,590",81&percnt;,"1,823",19&percnt;,"19,920",96.7&percnt;,0,0.0&percnt;,41,0.2&percnt;,262,1.3&percnt;,23,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,350,1.7&percnt;,"2,333",23&percnt;,486,5&percnt;,"6,594",64&percnt;,935,9&percnt;,461,49&percnt;,24,3&percnt;,111,12&percnt;,31,3&percnt;,32,3&percnt;,0,0&percnt;,276,30&percnt;,800,12&percnt;,"2,956",43&percnt;,"2,047",30&percnt;,"1,045",15&percnt;,"7,866",42&percnt;,"5,723",31&percnt;,"5,062",27&percnt;,"7,866",42&percnt;,"5,723",31&percnt;,"5,062",27&percnt;,"6,337",53.3&percnt;,"2,903",24.4&percnt;,0,0.0&percnt;,85,0.7&percnt;,"1,755",14.8&percnt;,808,6.8&percnt;,594,8&percnt;,"2,963",39&percnt;,513,7&percnt;,"2,409",32&percnt;,768,10&percnt;,151,2&percnt;,168,2&percnt;,"1,589",69.9&percnt;,403,17.7&percnt;,280,12.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,94610,"29,287","13,410","16,450","$666,600",2.18,0.23,"15,190","$72,848","13,633",47&percnt;,"15,654",53&percnt;,"16,662",56.9&percnt;,"5,447",18.6&percnt;,119,0.4&percnt;,"4,291",14.7&percnt;,45,0.2&percnt;,894,3.1&percnt;,"1,829",6.2&percnt;,"4,397",29&percnt;,"1,588",10&percnt;,"7,061",46&percnt;,"2,144",14&percnt;,"12,505",82&percnt;,"2,685",18&percnt;,"28,998",99.0&percnt;,72,0.2&percnt;,0,0.0&percnt;,85,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,132,0.5&percnt;,"4,495",27&percnt;,"1,175",7&percnt;,"9,520",58&percnt;,"1,260",8&percnt;,778,62&percnt;,44,3&percnt;,69,5&percnt;,35,3&percnt;,64,5&percnt;,0,0&percnt;,270,21&percnt;,"1,020",10&percnt;,"5,429",56&percnt;,"2,788",29&percnt;,535,5&percnt;,"12,812",49&percnt;,"7,128",27&percnt;,"6,057",23&percnt;,"12,812",49&percnt;,"7,128",27&percnt;,"6,057",23&percnt;,"11,352",64.0&percnt;,"2,933",16.5&percnt;,4,0.0&percnt;,70,0.4&percnt;,"1,898",10.7&percnt;,"1,479",8.3&percnt;,401,4&percnt;,"3,049",27&percnt;,617,5&percnt;,"3,624",32&percnt;,"1,766",16&percnt;,"1,111",10&percnt;,722,6&percnt;,"2,000",59.0&percnt;,"1,245",36.8&percnt;,142,4.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
