,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
420,92346,"54,923","2,161","17,999","$235,500",25.41,0.13,"16,874","$62,198","26,943",49&percnt;,"27,980",51&percnt;,"31,277",56.9&percnt;,"6,458",11.8&percnt;,585,1.1&percnt;,"4,081",7.4&percnt;,185,0.3&percnt;,"9,366",17.1&percnt;,"2,971",5.4&percnt;,"9,147",54&percnt;,"3,975",24&percnt;,"2,981",18&percnt;,771,5&percnt;,"9,261",55&percnt;,"7,613",45&percnt;,"53,099",96.7&percnt;,0,0.0&percnt;,5,0.0&percnt;,207,0.4&percnt;,"1,506",2.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,106,0.2&percnt;,"9,288",52&percnt;,"2,533",14&percnt;,"5,053",28&percnt;,"1,125",6&percnt;,446,40&percnt;,29,3&percnt;,310,28&percnt;,41,4&percnt;,60,5&percnt;,0,0&percnt;,239,21&percnt;,70,1&percnt;,787,15&percnt;,"2,161",42&percnt;,"2,072",41&percnt;,"15,351",35&percnt;,"10,302",24&percnt;,"18,111",41&percnt;,"15,351",35&percnt;,"10,302",24&percnt;,"18,111",41&percnt;,"19,881",90.4&percnt;,270,1.2&percnt;,0,0.0&percnt;,89,0.4&percnt;,574,2.6&percnt;,"1,190",5.4&percnt;,"4,126",23&percnt;,"9,032",50&percnt;,"1,661",9&percnt;,"2,160",12&percnt;,865,5&percnt;,209,1&percnt;,183,1&percnt;,"10,712",80.5&percnt;,"1,355",10.2&percnt;,"1,247",9.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,92352,"8,004",830,"8,544","$303,300",9.65,1.18,"3,074","$69,296","4,036",50&percnt;,"3,968",50&percnt;,"6,995",87.4&percnt;,65,0.8&percnt;,49,0.6&percnt;,102,1.3&percnt;,16,0.2&percnt;,487,6.1&percnt;,290,3.6&percnt;,"1,905",62&percnt;,406,13&percnt;,598,19&percnt;,165,5&percnt;,"2,096",68&percnt;,978,32&percnt;,"8,004",100&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,"1,889",22&percnt;,495,6&percnt;,690,8&percnt;,"5,470",64&percnt;,116,2.1&percnt;,21,0.4&percnt;,207,3.8&percnt;,51,0.9&percnt;,"4,810",87.9&percnt;,1,0.0&percnt;,264,4.8&percnt;,14,4&percnt;,77,21&percnt;,164,44&percnt;,117,31&percnt;,"1,866",37&percnt;,897,18&percnt;,"2,255",45&percnt;,"1,866",37&percnt;,897,18&percnt;,"2,255",45&percnt;,"2,207",87.4&percnt;,14,0.6&percnt;,0,0.0&percnt;,22,0.9&percnt;,135,5.3&percnt;,147,5.8&percnt;,183,8&percnt;,823,37&percnt;,277,13&percnt;,615,28&percnt;,170,8&percnt;,18,1&percnt;,128,6&percnt;,935,75.2&percnt;,136,10.9&percnt;,172,13.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,92354,"21,559","4,417","8,594","$282,300",4.88,0.00,"7,787","$58,700","10,100",47&percnt;,"11,459",53&percnt;,"9,975",46.3&percnt;,"1,822",8.5&percnt;,83,0.4&percnt;,"6,501",30.2&percnt;,150,0.7&percnt;,"1,896",8.8&percnt;,"1,132",5.3&percnt;,"3,567",46&percnt;,"1,460",19&percnt;,"2,040",26&percnt;,720,9&percnt;,"5,382",69&percnt;,"2,405",31&percnt;,"20,693",96.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,309,1.4&percnt;,7,0.0&percnt;,270,1.3&percnt;,0,0.0&percnt;,280,1.3&percnt;,"2,494",29&percnt;,873,10&percnt;,"4,420",51&percnt;,807,9&percnt;,528,65&percnt;,16,2&percnt;,81,10&percnt;,16,2&percnt;,62,8&percnt;,0,0&percnt;,104,13&percnt;,163,4&percnt;,813,18&percnt;,"2,210",50&percnt;,"1,233",28&percnt;,"6,878",39&percnt;,"3,195",18&percnt;,"7,766",44&percnt;,"6,878",39&percnt;,"3,195",18&percnt;,"7,766",44&percnt;,"8,030",89.0&percnt;,69,0.8&percnt;,0,0.0&percnt;,13,0.1&percnt;,542,6.0&percnt;,366,4.1&percnt;,942,14&percnt;,"2,014",29&percnt;,548,8&percnt;,"1,974",28&percnt;,543,8&percnt;,625,9&percnt;,310,4&percnt;,"1,912",56.2&percnt;,"1,086",31.9&percnt;,406,11.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,92356,"6,455",16,"3,494","$101,500",393.79,0.00,"2,479","$31,662","3,356",52&percnt;,"3,099",48&percnt;,"4,986",77.2&percnt;,199,3.1&percnt;,121,1.9&percnt;,109,1.7&percnt;,6,0.1&percnt;,748,11.6&percnt;,286,4.4&percnt;,"1,044",42&percnt;,478,19&percnt;,780,31&percnt;,177,7&percnt;,"1,734",70&percnt;,745,30&percnt;,"6,412",99.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,43,0.7&percnt;,929,27&percnt;,737,21&percnt;,813,23&percnt;,"1,015",29&percnt;,76,7.5&percnt;,2,0.2&percnt;,79,7.8&percnt;,27,2.7&percnt;,428,42.2&percnt;,0,0.0&percnt;,403,39.7&percnt;,41,8&percnt;,68,13&percnt;,184,34&percnt;,250,46&percnt;,"1,112",21&percnt;,749,14&percnt;,"3,489",65&percnt;,"1,112",21&percnt;,749,14&percnt;,"3,489",65&percnt;,"1,372",86&percnt;,14,1&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,206,13&percnt;,441,18.8&percnt;,"1,466",62.4&percnt;,184,7.8&percnt;,109,4.6&percnt;,137,5.8&percnt;,6,0.3&percnt;,7,0.3&percnt;,806,70&percnt;,185,16&percnt;,167,14&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,92363,"5,321",27,"3,976","$97,200",198.18,10.81,"2,140","$30,077","2,683",50&percnt;,"2,638",50&percnt;,"3,876",72.8&percnt;,100,1.9&percnt;,602,11.3&percnt;,38,0.7&percnt;,9,0.2&percnt;,352,6.6&percnt;,344,6.5&percnt;,789,37&percnt;,536,25&percnt;,671,31&percnt;,144,7&percnt;,"1,440",67&percnt;,700,33&percnt;,"5,316",99.9&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,5,0.1&percnt;,563,14&percnt;,590,15&percnt;,987,25&percnt;,"1,836",46&percnt;,229,12.5&percnt;,6,0.3&percnt;,62,3.4&percnt;,9,0.5&percnt;,"1,328",72.3&percnt;,6,0.3&percnt;,196,10.7&percnt;,40,4&percnt;,222,21&percnt;,503,48&percnt;,275,26&percnt;,"1,131",29&percnt;,949,24&percnt;,"1,846",47&percnt;,"1,131",29&percnt;,949,24&percnt;,"1,846",47&percnt;,"1,541",82.9&percnt;,0,0.0&percnt;,0,0.0&percnt;,9,0.5&percnt;,254,13.7&percnt;,54,2.9&percnt;,313,20.4&percnt;,"1,046",68.1&percnt;,65,4.2&percnt;,65,4.2&percnt;,38,2.5&percnt;,10,0.7&percnt;,0,0.0&percnt;,"1,004",84.5&percnt;,87,7.3&percnt;,97,8.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,92371,"16,763",120,"6,098","$133,900",139.74,0.00,"5,370","$48,451","8,565",51&percnt;,"8,198",49&percnt;,"12,514",74.7&percnt;,312,1.9&percnt;,161,1.0&percnt;,568,3.4&percnt;,43,0.3&percnt;,"2,418",14.4&percnt;,747,4.5&percnt;,"3,156",59&percnt;,"1,014",19&percnt;,940,18&percnt;,260,5&percnt;,"3,169",59&percnt;,"2,201",41&percnt;,"16,721",99.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,42,0.3&percnt;,"3,228",53&percnt;,934,15&percnt;,"1,208",20&percnt;,728,12&percnt;,65,8.9&percnt;,13,1.8&percnt;,125,17.2&percnt;,20,2.7&percnt;,167,22.9&percnt;,1,0.1&percnt;,337,46.3&percnt;,0,0&percnt;,43,3&percnt;,672,44&percnt;,808,53&percnt;,"3,560",29&percnt;,"2,292",19&percnt;,"6,225",52&percnt;,"3,560",29&percnt;,"2,292",19&percnt;,"6,225",52&percnt;,"4,667",93.8&percnt;,11,0.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,29,0.6&percnt;,271,5.4&percnt;,"1,001",20.2&percnt;,"3,020",60.9&percnt;,543,10.9&percnt;,318,6.4&percnt;,30,0.6&percnt;,16,0.3&percnt;,35,0.7&percnt;,"2,534",93.1&percnt;,67,2.5&percnt;,120,4.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,92373,"33,423",821,"14,940","$361,700",40.69,0.26,"13,868","$65,649","15,762",47&percnt;,"17,661",53&percnt;,"24,894",74.5&percnt;,"1,431",4.3&percnt;,240,0.7&percnt;,"2,951",8.8&percnt;,74,0.2&percnt;,"2,273",6.8&percnt;,"1,560",4.7&percnt;,"6,528",47&percnt;,"2,233",16&percnt;,"4,170",30&percnt;,937,7&percnt;,"9,832",71&percnt;,"4,036",29&percnt;,"32,794",98.1&percnt;,0,0.0&percnt;,16,0.0&percnt;,400,1.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,213,0.6&percnt;,"5,408",36&percnt;,"2,003",13&percnt;,"6,457",43&percnt;,"1,072",7&percnt;,546,50.9&percnt;,21,2.0&percnt;,142,13.2&percnt;,35,3.3&percnt;,131,12.2&percnt;,1,0.1&percnt;,196,18.3&percnt;,218,3&percnt;,"2,693",42&percnt;,"2,736",42&percnt;,841,13&percnt;,"11,081",41&percnt;,"6,841",25&percnt;,"9,244",34&percnt;,"11,081",41&percnt;,"6,841",25&percnt;,"9,244",34&percnt;,"13,700",88.5&percnt;,229,1.5&percnt;,0,0.0&percnt;,40,0.3&percnt;,710,4.6&percnt;,795,5.1&percnt;,681,6&percnt;,"4,237",38&percnt;,860,8&percnt;,"2,701",24&percnt;,"1,270",11&percnt;,889,8&percnt;,552,5&percnt;,"4,447",72.6&percnt;,"1,342",21.9&percnt;,334,5.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,92374,"40,267","2,150","13,867","$238,900",18.72,0.00,"12,896","$64,896","19,353",48&percnt;,"20,914",52&percnt;,"25,506",63.3&percnt;,"2,530",6.3&percnt;,411,1.0&percnt;,"2,995",7.4&percnt;,177,0.4&percnt;,"6,550",16.3&percnt;,"2,098",5.2&percnt;,"6,659",52&percnt;,"2,864",22&percnt;,"2,516",20&percnt;,857,7&percnt;,"7,676",60&percnt;,"5,220",40&percnt;,"38,478",95.6&percnt;,0,0.0&percnt;,21,0.1&percnt;,85,0.2&percnt;,0,0.0&percnt;,"1,382",3.4&percnt;,0,0.0&percnt;,301,0.7&percnt;,"6,498",47&percnt;,"1,831",13&percnt;,"4,567",33&percnt;,971,7&percnt;,397,41&percnt;,80,8&percnt;,211,22&percnt;,33,3&percnt;,47,5&percnt;,0,0&percnt;,203,21&percnt;,34,0.8&percnt;,610,13.5&percnt;,"2,247",49.8&percnt;,"1,620",35.9&percnt;,"11,555",37&percnt;,"7,917",25&percnt;,"11,741",38&percnt;,"11,555",37&percnt;,"7,917",25&percnt;,"11,741",38&percnt;,"14,718",88.8&percnt;,243,1.5&percnt;,0,0.0&percnt;,61,0.4&percnt;,974,5.9&percnt;,586,3.5&percnt;,"1,824",16&percnt;,"5,520",48&percnt;,"1,026",9&percnt;,"1,836",16&percnt;,998,9&percnt;,233,2&percnt;,174,1&percnt;,"7,498",82.0&percnt;,727,7.9&percnt;,921,10.1&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,92376,"81,516","6,031","22,370","$162,300",13.52,0.13,"20,541","$44,550","39,551",49&percnt;,"41,965",51&percnt;,"35,328",43.3&percnt;,"12,609",15.5&percnt;,891,1.1&percnt;,"1,601",2.0&percnt;,302,0.4&percnt;,"27,009",33.1&percnt;,"3,776",4.6&percnt;,"10,600",52&percnt;,"6,488",32&percnt;,"2,696",13&percnt;,757,4&percnt;,"8,571",42&percnt;,"11,970",58&percnt;,"81,124",99.5&percnt;,0,0.0&percnt;,31,0.0&percnt;,148,0.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,213,0.3&percnt;,"9,764",44&percnt;,"2,494",11&percnt;,"8,283",37&percnt;,"1,829",8&percnt;,930,51&percnt;,25,1&percnt;,432,24&percnt;,63,3&percnt;,31,2&percnt;,0,0&percnt;,348,19&percnt;,151,2&percnt;,"1,801",20&percnt;,"2,777",32&percnt;,"4,067",46&percnt;,"19,788",33&percnt;,"16,448",27&percnt;,"24,123",40&percnt;,"19,788",33&percnt;,"16,448",27&percnt;,"24,123",40&percnt;,"27,332",91.5&percnt;,949,3.2&percnt;,0,0.0&percnt;,89,0.3&percnt;,445,1.5&percnt;,"1,043",3.5&percnt;,"7,912",34.9&percnt;,"11,669",51.5&percnt;,"1,276",5.6&percnt;,"1,362",6.0&percnt;,312,1.4&percnt;,75,0.3&percnt;,39,0.2&percnt;,"20,533",86.8&percnt;,602,2.5&percnt;,"2,512",10.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,92377,"19,989","1,958","5,524","$237,000",10.21,0.25,"5,348","$79,611","9,894",49&percnt;,"10,095",51&percnt;,"9,041",45.2&percnt;,"4,235",21.2&percnt;,196,1.0&percnt;,652,3.3&percnt;,104,0.5&percnt;,"4,760",23.8&percnt;,"1,001",5.0&percnt;,"3,448",64&percnt;,"1,194",22&percnt;,523,10&percnt;,183,3&percnt;,"2,600",49&percnt;,"2,748",51&percnt;,"19,948",99.8&percnt;,0,0.0&percnt;,12,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,29,0.1&percnt;,"4,177",76&percnt;,497,9&percnt;,674,12&percnt;,176,3&percnt;,18,10&percnt;,4,2&percnt;,86,49&percnt;,17,10&percnt;,5,3&percnt;,0,0&percnt;,46,26&percnt;,0,0&percnt;,45,5&percnt;,68,8&percnt;,714,86&percnt;,"5,548",39&percnt;,"3,354",24&percnt;,"5,207",37&percnt;,"5,548",39&percnt;,"3,354",24&percnt;,"5,207",37&percnt;,"7,410",96.5&percnt;,49,0.6&percnt;,0,0.0&percnt;,15,0.2&percnt;,16,0.2&percnt;,185,2.4&percnt;,"1,088",21&percnt;,"2,884",56&percnt;,474,9&percnt;,393,8&percnt;,88,2&percnt;,72,1&percnt;,127,2&percnt;,"4,006",84.4&percnt;,333,7.0&percnt;,406,8.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,92392,"54,858","1,470","17,356","$144,000",37.33,0.00,"15,571","$58,667","26,839",49&percnt;,"28,019",51&percnt;,"28,732",52.4&percnt;,"7,762",14.1&percnt;,600,1.1&percnt;,"2,306",4.2&percnt;,243,0.4&percnt;,"11,951",21.8&percnt;,"3,264",5.9&percnt;,"9,063",58&percnt;,"3,877",25&percnt;,"1,966",13&percnt;,665,4&percnt;,"7,177",46&percnt;,"8,394",54&percnt;,"54,747",99.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,5,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,106,0.2&percnt;,"9,488",55&percnt;,"1,444",8&percnt;,"4,639",27&percnt;,"1,785",10&percnt;,474,27&percnt;,21,1&percnt;,506,28&percnt;,78,4&percnt;,107,6&percnt;,0,0&percnt;,599,34&percnt;,52,1&percnt;,237,5&percnt;,"1,108",25&percnt;,"3,006",68&percnt;,"13,686",37&percnt;,"7,466",20&percnt;,"16,316",44&percnt;,"13,686",37&percnt;,"7,466",20&percnt;,"16,316",44&percnt;,"17,513",93.4&percnt;,123,0.7&percnt;,0,0.0&percnt;,10,0.1&percnt;,195,1.0&percnt;,915,4.9&percnt;,"2,431",17.3&percnt;,"8,223",58.7&percnt;,"1,511",10.8&percnt;,"1,162",8.3&percnt;,418,3.0&percnt;,239,1.7&percnt;,33,0.2&percnt;,"13,267",82.0&percnt;,937,5.8&percnt;,"1,978",12.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,92394,"33,237","1,218","9,051","$139,200",27.28,0.22,"7,930","$53,993","18,149",55&percnt;,"15,088",45&percnt;,"14,704",44.2&percnt;,"7,159",21.5&percnt;,658,2.0&percnt;,"1,412",4.2&percnt;,159,0.5&percnt;,"7,010",21.1&percnt;,"2,135",6.4&percnt;,"4,422",56&percnt;,"2,226",28&percnt;,944,12&percnt;,338,4&percnt;,"3,215",41&percnt;,"4,715",59&percnt;,"28,716",86.4&percnt;,"4,463",13.4&percnt;,5,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,53,0.2&percnt;,"4,574",51&percnt;,501,6&percnt;,"2,855",32&percnt;,"1,121",12&percnt;,405,36&percnt;,15,1&percnt;,346,31&percnt;,32,3&percnt;,35,3&percnt;,0,0&percnt;,288,26&percnt;,0,0&percnt;,50,2&percnt;,864,27&percnt;,"2,288",71&percnt;,"7,891",31&percnt;,"5,165",20&percnt;,"12,207",48&percnt;,"7,891",31&percnt;,"5,165",20&percnt;,"12,207",48&percnt;,"8,969",90.9&percnt;,65,0.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,117,1.2&percnt;,715,7.2&percnt;,"3,111",27.1&percnt;,"6,984",60.8&percnt;,751,6.5&percnt;,372,3.2&percnt;,217,1.9&percnt;,50,0.4&percnt;,0,0.0&percnt;,"8,789",91.1&percnt;,88,0.9&percnt;,771,8.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,92395,"42,400","2,479","15,854","$139,000",17.10,0.72,"14,021","$38,084","20,290",48&percnt;,"22,110",52&percnt;,"23,285",54.9&percnt;,"5,320",12.5&percnt;,546,1.3&percnt;,"1,460",3.4&percnt;,138,0.3&percnt;,"8,934",21.1&percnt;,"2,717",6.4&percnt;,"6,459",46&percnt;,"3,723",27&percnt;,"3,045",22&percnt;,794,6&percnt;,"7,988",57&percnt;,"6,033",43&percnt;,"41,901",98.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,289,0.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,210,0.5&percnt;,"5,754",36&percnt;,"2,030",13&percnt;,"6,237",39&percnt;,"1,833",12&percnt;,776,42&percnt;,32,2&percnt;,329,18&percnt;,78,4&percnt;,196,11&percnt;,0,0&percnt;,422,23&percnt;,110,2&percnt;,785,12&percnt;,"2,005",31&percnt;,"3,555",55&percnt;,"9,330",31&percnt;,"5,671",19&percnt;,"15,014",50&percnt;,"9,330",31&percnt;,"5,671",19&percnt;,"15,014",50&percnt;,"12,144",91.2&percnt;,229,1.7&percnt;,0,0.0&percnt;,41,0.3&percnt;,398,3.0&percnt;,497,3.7&percnt;,"2,328",20.7&percnt;,"6,797",60.4&percnt;,789,7.0&percnt;,777,6.9&percnt;,404,3.6&percnt;,70,0.6&percnt;,91,0.8&percnt;,"9,569",83.0&percnt;,394,3.4&percnt;,"1,572",13.6&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,92397,"4,894",475,"2,857","$247,800",10.31,0.00,"1,998","$65,469","2,522",52&percnt;,"2,372",48&percnt;,"4,431",90.5&percnt;,42,0.9&percnt;,31,0.6&percnt;,61,1.2&percnt;,7,0.1&percnt;,138,2.8&percnt;,184,3.8&percnt;,"1,094",55&percnt;,277,14&percnt;,505,25&percnt;,122,6&percnt;,"1,399",70&percnt;,599,30&percnt;,"4,894",100&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,0,0&percnt;,"1,102",39&percnt;,388,14&percnt;,508,18&percnt;,859,30&percnt;,57,7&percnt;,8,1&percnt;,44,5&percnt;,18,2&percnt;,643,75&percnt;,0,0&percnt;,89,10&percnt;,34,7&percnt;,103,21&percnt;,154,32&percnt;,190,40&percnt;,"1,454",41&percnt;,651,18&percnt;,"1,423",40&percnt;,"1,454",41&percnt;,651,18&percnt;,"1,423",40&percnt;,"1,806",94.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,10,0.5&percnt;,92,4.8&percnt;,60,4&percnt;,814,52&percnt;,121,8&percnt;,360,23&percnt;,153,10&percnt;,0,0&percnt;,55,4&percnt;,826,90.8&percnt;,36,4.0&percnt;,48,5.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,92399,"52,606",992,"20,048","$224,000",53.03,0.01,"18,611","$58,420","25,954",49&percnt;,"26,652",51&percnt;,"41,907",79.7&percnt;,912,1.7&percnt;,510,1.0&percnt;,"1,450",2.8&percnt;,75,0.1&percnt;,"5,598",10.6&percnt;,"2,154",4.1&percnt;,"10,127",54&percnt;,"3,301",18&percnt;,"4,242",23&percnt;,941,5&percnt;,"11,490",62&percnt;,"7,121",38&percnt;,"51,899",98.7&percnt;,156,0.3&percnt;,85,0.2&percnt;,242,0.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,224,0.4&percnt;,"9,556",48&percnt;,"4,295",21&percnt;,"4,760",24&percnt;,"1,437",7&percnt;,468,32.6&percnt;,34,2.4&percnt;,427,29.7&percnt;,79,5.5&percnt;,102,7.1&percnt;,1,0.1&percnt;,326,22.7&percnt;,87,2&percnt;,579,12&percnt;,"2,084",44&percnt;,"1,973",42&percnt;,"14,494",35&percnt;,"10,576",26&percnt;,"16,143",39&percnt;,"14,494",35&percnt;,"10,576",26&percnt;,"16,143",39&percnt;,"19,751",91.3&percnt;,276,1.3&percnt;,0,0.0&percnt;,85,0.4&percnt;,466,2.2&percnt;,"1,057",4.9&percnt;,"2,258",13&percnt;,"9,773",57&percnt;,"1,425",8&percnt;,"2,382",14&percnt;,791,5&percnt;,222,1&percnt;,179,1&percnt;,"10,126",82.1&percnt;,"1,253",10.2&percnt;,951,7.7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,92401,"1,932","2,235",748,"$28,800",0.86,0.00,651,"$14,946",953,49&percnt;,979,51&percnt;,687,35.6&percnt;,431,22.3&percnt;,39,2.0&percnt;,47,2.4&percnt;,2,0.1&percnt;,625,32.3&percnt;,101,5.2&percnt;,144,22&percnt;,228,35&percnt;,231,35&percnt;,48,7&percnt;,365,56&percnt;,286,44&percnt;,"1,847",95.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,6,0.3&percnt;,0,0.0&percnt;,79,4.1&percnt;,44,6&percnt;,37,5&percnt;,570,76&percnt;,97,13&percnt;,77,79&percnt;,2,2&percnt;,2,2&percnt;,4,4&percnt;,0,0&percnt;,0,0&percnt;,12,12&percnt;,29,5&percnt;,420,66&percnt;,151,24&percnt;,37,6&percnt;,194,14&percnt;,394,28&percnt;,825,58&percnt;,194,14&percnt;,394,28&percnt;,825,58&percnt;,357,78&percnt;,71,16&percnt;,0,0&percnt;,0,0&percnt;,25,5&percnt;,5,1&percnt;,237,46&percnt;,254,49&percnt;,5,1&percnt;,17,3&percnt;,7,1&percnt;,0,0&percnt;,0,0&percnt;,353,74&percnt;,24,5&percnt;,99,21&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
